row,era,anchor_volume,anchor_doc,anchor_url,anchor_snippet,neighbor_volume,neighbor_doc,neighbor_url,neighbor_snippet,verdict (good / moderate / garbage),note
82,cold-war,frus1948v06,d446,https://history.state.gov/historicaldocuments/frus1948v06/d446,"856d.00/12–2048 Memorandum of Conversation, by the Acting Secretary of State confidential [ Washington ,] December 20, 1948 . Participants: Mr. Norman J. O. Makin, Australian Ambassador Mr. R. L. Harry, First Secretary of the Australian Embassy Mr. Robert A. Lovett, Acting Secretary of State Mr. Charles S. Reed II, Chief, SEA The Ambassador reviewed his conversation of December 19 with Mr. Reed and Mr. Lacy See telegram 4864, December 19, p. 584 . and, in reiterating his deep concern over developments in Indonesia, stated the desire of his government to associate itself with the United States ",frus1948v06,d279,https://history.state.gov/historicaldocuments/frus1948v06/d279,"856e.01/9–2348 Memorandum of Conversation, by the Director of the Office of Far Eastern Affairs ( Butterworth ) confidential [ Washington ,] September 23, 1948 . Participants: The Honorable Norman J. O. Makin, Australian Ambassador; Mr. R. L. Harry, First Secretary, Australian Embassy Mr. W. W. Butterworth, Director, FE Mr. Charles S. Reed, Chief, SEA Mr. W. S. B. Lacy, SEA Mr. J. Harold Shullaw, BC The Australian Ambassador called at his request. He said that he had been instructed by his government to represent to the United States its increasing concern that a settlement of the Dutch-Indone",,
83,cold-war,frus1948v06,d734,https://history.state.gov/historicaldocuments/frus1948v06/d734,"501.BB Korea/2–1348: Telegram The Political Adviser in Korea ( Jacobs ) to the Secretary of State confidential Seoul , February 13, 1948 . 83. Cite Zpol 180. Learned this morning UN Commission after rather heated debate with Jackson and Djabi on one side and Liu and Paul-Boncour on other rejected proposals of Jackson and Djabi to submit to Interim Committee Subcommittee I report on unsatisfactory conditions in South Korea. Commission then decided merely to request Interim Committee whether, in view of Soviet boycott, elections should be held in South Korea to choose consultative representative",frus1948v06,d719,https://history.state.gov/historicaldocuments/frus1948v06/d719,"501.BB Korea/2–548: Telegram The Political Adviser in Korea ( Jacobs ) to the Secretary of State confidential Seoul , February 5, 1948 . 55. Cite Zpol 134. At plenary session today Jackson (Australia) swung commissioners around to following viewpoint (except for China, Salvador and Philippines which continue to want elections with or without reference to Little Assembly): Refer entire matter back to Interim Committee in form of questionnaire, question number 1 being along this line: in view of situation now prevailing, does Interim Committee desire that commission carry out paragraph 4 of reso",,
84,cold-war,frus1948v06,d819,https://history.state.gov/historicaldocuments/frus1948v06/d819,"501.BB Korea/6–1748: Telegram The Secretary of State to the Embassy in India secret Washington , June 22, 1948—5 p. m. 386. Availing yourself of FonMin’s request for advice concerning trend of US policy on Korean problem ( urtel 487 June 17 Not printed. ) you are requested to inform Menon Dr. K. P. S. Menon, Indian Secretary for External Affairs. that US Govt continues to adhere to view, which it believes is supported by provisions of GA Resolutions particularly as interpreted by IC , that question of whether or not Korean govt to be created as result of recent elections is to be considered a ",frus1948v06,d829,https://history.state.gov/historicaldocuments/frus1948v06/d829,"501.BB Korea/7–1048: Circular telegram The Secretary of State to Certain Diplomatic and Consular Officers Abroad secret priority Washington , July 10, 1948—1 a. m. Following represents current thinking of Dept with respect to problem of recognition of Korean Govt expected to be formed shortly as result of May 10 elections: 1. US Govt is cognizant of right of General Assembly to make its own decision, on basis of report and conclusions of UN Temporary Commission on Korea ( UNTCOK ), as to whether and to what extent new Korean Govt constitutes fulfillment of aim of GA Resolutions of Nov 14, 1947",,
85,cold-war,frus1948v06,d802,https://history.state.gov/historicaldocuments/frus1948v06/d802,"501.BB Korea/5–348 The Under Secretary of State ( Lovett ) to the Under Secretary of the Army ( Draper ) top secret Washington , May 19, 1948 . My Dear Mr. Draper : I have received your letter of May 3, 1948 in which you state that recent developments regarding the implementation of the United Nations Resolutions on Korea are of some concern to the Department of the Army in anticipating developments during the coming months. The central question which is raised by your letter, and particularly by the recommendation contained in the final paragraph thereof, is one which relates to the competenc",frus1948v06,d793,https://history.state.gov/historicaldocuments/frus1948v06/d793,"501.BB Korea/5–348 The Under Secretary of the Army ( Draper ) to the Under Secretary of State ( Lovett ) top secret Washington , 3 May 1948 . Dear Mr. Lovett : Recent developments regarding the implementation of the United Nations resolution on Korea are of some concern to the Department of the Army in anticipating developments during the coming months. In the first place, I am sure you have also noted the marked inclination of the United Nations Temporary Commission on Korea ( UNTCOK ) to misjudge the realities of the situation in Korea in considering an idealistic application of the UN resol",,
86,cold-war,frus1948v06,d387,https://history.state.gov/historicaldocuments/frus1948v06/d387,"501. BC Indonesia/12–248: Telegram The Acting Secretary of State to the Consulate General at Batavia confidential Washington , December 2, 1948—3 p. m. 604. Usgoc 210. Thamboe called Dept Nov 30 apparently feeling present situation called for full statement necessity exertion maximum US influence to restrain Dutch. In course lengthy discussion, Thamboe stated he instructed by Hatta seek Dept help in: 1. Persuading Dutch agree enlargement demilitarized zones and substitution civil for military police in zones. 2. Persuading Dutch as earnest their fair intentions cease creation new political org",frus1948v06,d416,https://history.state.gov/historicaldocuments/frus1948v06/d416,"501. BC Indonesia/12–1448: Telegram The Acting Secretary of State to the Consulate General at Batavia Repeated as 625 to The Hague and as 4782 to Paris (for Jessup). secret Washington , December 14, 1948—6 p. m. 651. Usgoc 239. Counselor Brit Emb called Dept Dec 13 to express his govt’s view crucial military points on which Neth-Repub talks broke down. He stated Shepherd having reported Repub conviction that Dutch should accept same arrangements in force interim period India had been instructed point out to Repub that throughout interim period command over all armed forces India had been veste",,
87,cold-war,frus1948v06,d517,https://history.state.gov/historicaldocuments/frus1948v06/d517,"694.0031/3–2348: Telegram The Acting Political Adviser in Japan ( Sebald ) to the Secretary of State confidential priority Tokyo , March 23, 1948 . 70. Cite C–59441. Kennan for Lovett: On this last day of my visit in Tokyo, Under Secretary Draper has brought to my attention the paper SFE 196 of June 20, 1947 of the State–War–Navy Coordinating Subcommittee for the Far East, concerning the “abrogation of restrictive contracts of Japanese firms in international trade”. Not printed. This was the first time that this paper had come to my attention. I strongly urge that we withdraw this paper and do",frus1948v06,d519,https://history.state.gov/historicaldocuments/frus1948v06/d519,"740.00119 Control (Japan)/3–2548 Report by the Director of the Policy Planning Staff ( Kennan ) top secret [ Washington ,] March 25, 1948 . PPS 28 Recommendations With Respect to U.S. Policy Toward Japan A table of contents listed as follows: “I. Recommendations [;] II. Memoranda of Conversations with General of the Army Douglas MacArthur (A) March 1, 1948 (B) March 5, 1948 (C) March 21, 1948 [;] III. Discussion”. II and III follow here as Annexes 1 and 2. i. the peace treaty 1. Timing and Procedure . This Government should not press for a treaty of peace at this time. It should remain prepare",,
88,cold-war,frus1948v06,d894,https://history.state.gov/historicaldocuments/frus1948v06/d894,"740.00119 Control (Korea)/9–1948: Telegram The Chargé in the Soviet Union ( Kohler ) to the Secretary of State Repeated in telegram 36, September 21, 6 p. m., to Seoul; relayed to both Paris and Seoul, September 24, 4:30 p. m. restricted us urgent Moscow , September 19, 1948—7 p. m. 2044. Embassy received September 19 at 17:00 Moscow time third person note dated September 18 from Foreign Office. Text of which after customary salutation and request to inform US Government reads as follows: “Supreme National Assembly of Korea on September 10, 1948 addressed itself to Government of the USSR and t",frus1948v06,d896,https://history.state.gov/historicaldocuments/frus1948v06/d896,"740.00119 Control (Korea)/9–2048: Telegram The Acting Secretary of State to the Special Representative in Korea ( Muccio ) priority Washington , September 20, 1948—7 p. m. 35. Fol press statement issued today by Dept response questions re attitude toward announced Soviet decision withdraw occupation forces from Korea: “It has been consistent view this govt that best interests Korean people would be served by withdrawal all occupying forces from Korea earliest practicable date. Same view embodied UN GA Res Nov 14, 1947 in which provision made for such withdrawal soon as practicable after establ",,
89,cold-war,frus1948v06,d429,https://history.state.gov/historicaldocuments/frus1948v06/d429,"501. BC Indonesia/12–1848: Telegram The Consul General at Batavia ( Livengood ) to the Secretary of State secret us urgent niact Batavia , December 18, 1948—11 a. m. [Received December 18—10:02 a. m.] 1107. Gocus 492.1 delivered to Schuurman December 18, 9:40 a. m., following letter dated Kaliurang December 17 addressed Schuurman signed Cochran. [Here follows text printed in SC , 3rd yr., Suppl. (Dec.), page 220.] Signed Cochran. For reply by the acting chairman of the Netherlands delegation, dated Batavia, December 20, see SC , 3rd yr., Suppl. (Dec.), p. 241. The text was transmitted in teleg",frus1948v06,d408,https://history.state.gov/historicaldocuments/frus1948v06/d408,"501. BC Indonesia/12–1148: Telegram The Consul General at Batavia ( Livengood ) to the Secretary of State Repeated in telegram 622, December 13, 8 p. m., to The Hague. secret us urgent niact Batavia , December 11, 1948—3 p. m. 1082. Gocus 479. Following text Netherlands Delegation letter 3824 dated December 11 from Schuurman to GOC handed by Schuurman to Cochran noon December 11: [Here follows text printed in SC , 3rd yr., Suppl . (Dec.), page 150.] GOC drafting its telegraphic report to SC with which foregoing will be included. The report was transmitted in telegram 1083, December 12, from Ba",,
90,cold-war,frus1948v06,d728,https://history.state.gov/historicaldocuments/frus1948v06/d728,"501.BB Korea/2–1248: Telegram The Ambassador in China ( Stuart ) to the Secretary of State secret Nanking , February 12, 1948—noon. 286. ReDeptel 208, February 9, 1 p. m. Same as telegram 36 to Canberra, p. 1098 . Information reaching Foreign Office from its representative on Korean commission generally coincides with that from Department. Foreign Office reluctant at this time to commit itself on any specific course of action. Vice Minister stated that whole question is under review at present. He added that general principle which would govern any Chinese attitude would be that of opposition ",frus1948v06,d837,https://history.state.gov/historicaldocuments/frus1948v06/d837,"501.BB Korea/6–1548: Telegram The Ambassador in China ( Stuart ) to the Secretary of State Sent as 253, July 21, 5 p. m., to Seoul. secret us urgent Nanking , July 15, 1948—2 p. m. 1296. Reference Embtel 1209, July 2, 2 p. m. Not printed. Foreign Minister Dr. Wang Shih-chieh. has now informed us that China will definitely join the US in any action to recognize a national government of Korea. He suggests that the US and China undertake a joint démarche to secure simultaneous and similar British action. He further suggests that the American Ambassador in Paris be instructed to renew his efforts ",,
91,cold-war,frus1948v06,d415,https://history.state.gov/historicaldocuments/frus1948v06/d415,"501. BC Indonesia/12–1448: Telegram The Acting Secretary of State to the Consulate General at Batavia Repeated in telegram 631, December 15, 7 p. m., to The Hague. secret Washington , December 14, 1948—6 p. m. 650. Usgoc 238. Dept considers Hatta letter contained Gocus 484 Telegram 1090, December 13, p. 552 . extremely important and warmly congratulates you on your pertinacity, skill and achievement in most difficult circumstances. Dept believes letter offers adequate and practical grounds resumption negotiations within or without GOC . Text Hatta letter will be shown Brit Emb Wash today. In v",frus1948v06,d425,https://history.state.gov/historicaldocuments/frus1948v06/d425,"501. BC Indonesia/12–1648: Telegram The Acting Secretary of State to the Consulate General at Batavia secret us urgent niact Washington , December 16, 1948—8 p. m. 663. Usgoc 247. Director of FE and Deputy Director UNA called in Counselor Netherlands Embassy this afternoon to express hope that SC would not have to discuss Indonesian case tomorrow if in fact reports reaching Dept gave any encouragement to belief that chance of resumption negotiations was possible. Netherlands Counselor had brought with him text of reply of his govt The text of this was repeated in telegram 4824, December 16, 7 ",,
92,cold-war,frus1948v06,d18,https://history.state.gov/historicaldocuments/frus1948v06/d18,"851g.01/7–948: Telegram The Ambassador in France ( Caffery ) to the Secretary of State top secret Paris , July 9, 1948—7 p. m. 3621. From Wallner: ReDeptel 2466, July 3. Officials with whom we have talked in the Foreign Office and Ministry of Colonies recognize (intellectually but without fire) the necessity of immediate and unqualified approval by the French Govt and Assembly of the Baie d’Along agreement, but appear to regard the methods for achieving this an internal political matter between Bollaert and the Schuman Govt. Chauvel Jean Chauvel, Secretary General of the French Foreign Office.",frus1948v06,d23,https://history.state.gov/historicaldocuments/frus1948v06/d23,"851g.00/8–548: Telegram The Ambassador in France ( Caffery ) to the Secretary of State secret Paris , August 5, 1948—8 p. m. 4034. Deptel 2891, July 29. Bollaert is of opinion that President French Union may legally ratify Baie d’Along agreements but that change in status Cochinchina requires Assembly action. He maintains that he will not return to Saigon unless there is an Assembly debate on government’s policy in Indochina and approval of Baie d’Along agreements and change in status Cochinchina. Baeyens, DeLavignette Governor-General Robert Delavignette was head of the political section of t",,
93,cold-war,frus1948v06,d213,https://history.state.gov/historicaldocuments/frus1948v06/d213,"501. BC Indonesia/7–1948: Telegram The Secretary of State to the Embassy in Pakistan restricted Washington , July 23, 1948—8 p. m. 287. Urtel 378–A, July 19. Not printed. Pls advise MinFonAff in manner you consider appropriate Dept’s position in respect present situation Indonesia. US Govt shares desire Pakistan Govt that peaceful mutually satisfactory settlement Dutch-Indonesian Rep dispute be achieved at earliest possible moment, whether under auspices GOC or through direct negotiations between parties. Dept does not believe that Neth rejection US–Aus working paper brings negotiations to per",frus1948v06,d212,https://history.state.gov/historicaldocuments/frus1948v06/d212,"501. BC Indonesia/7–2348: Telegram The Secretary of State to the Consulate General at Batavia Repeated in telegram 342, July 26, 5 p. m., to The Hague. secret us urgent niact Washington , July 23, 1948—7 p. m. 347. Usgoc 125. Aneta reports that Rep has broken off negotiations before GOC . If this report true, pls advise Hatta that US Govt finds this development great disappointment since ( a ) it believes negotiations before GOC offer best prospect settlement of Dutch- Indo Rep dispute and ( b ) new US delegate to GOC on point of departure US for Indonesia. Emphasize to Hatta US Govt’s determi",,
94,cold-war,frus1948v06,d459,https://history.state.gov/historicaldocuments/frus1948v06/d459,"501. BC Indonesia/12–2548: Telegram The Chargé in the United Kingdom ( Holmes ) to the Secretary of State Repeated in telegram 703, December 29, 1 p. m., to Batavia ( Usgoc 266) and 4960 to Paris (for Jessup). secret London , December 25, 1948—3 p. m. 5370. From Dickover: Erie R. Dickover, Counselor of Embassy. ReDeptel 4755. December 24, p. 603 . Unable contact Bevin this Christmas morning but saw Paul Grey who stated: (1) that British have been informed both in The Hague and London that Dutch will not accept SC resolution re withdrawing forces; (2) that British Embassy Hague has been instruc",frus1948v06,d460,https://history.state.gov/historicaldocuments/frus1948v06/d460,"501. BC Indonesia/12–2648: Telegram The Ambassador in the Netherlands ( Baruch ) to the Secretary of State secret us urgent niact The Hague , December 26, 1948—6 p. m. 909. British colleague Sir Philip Nichols, British Ambassador. cooperating fully and Stikker has outlined to him reply Van Royen will make tomorrow about as follows: For statement by the Netherlands representative on December 27 at the Security Council meeting in Paris, see SC , 3rd yr. , no. 135 (December 27), p. 1. military action completed within 48 hours with minimum of losses. Outstanding result will be elimination of radic",,
95,cold-war,frus1948v06,d453,https://history.state.gov/historicaldocuments/frus1948v06/d453,"501. BC Indonesia/12–2348: Telegram The Acting Secretary of State to the Acting United States Representative at the United Nations ( Jessup ) at Paris Repeated in telegrams 701, December 28, 3 p. m., to Batavia, and 286, December 28, 8 p. m., to Canberra. top secret us urgent niact Washington , December 23, 1948—7 p. m. 4915. For Jessup: Answers questions raised your niact 6425: December 23, 10 p. m., not printed. ( a ) We cannot tell other delegations what we may or may not do in event SC passes your joint resolution and Dutch defy it. US attitude will depend upon whether Dutch in fact do def",frus1948v06,d421,https://history.state.gov/historicaldocuments/frus1948v06/d421,"501. BC Indonesia/12–1548: Telegram The Acting Secretary of State to the Acting United States Representative at the United Nations ( Jessup ) at Paris secret us urgent niact Washington , December 15, 1948—6 p. m. 4806. For Jessup: We would much prefer that SC not consider Indonesian case in full dress debate on Fri, Dec. 17. This consideration based upon several factors: ( a ) your personal indisposition, ( b ) desire of SC reps to recess over holidays, ( c ) fact that Hatta letter may bring about resumption negotiations in near future and ( d ) that this govt intends make oral representations",,
96,cold-war,frus1948v06,d645,https://history.state.gov/historicaldocuments/frus1948v06/d645,"740.00119 PW/3–1048 The Under Secretary of the Army ( Draper ) to Mr. Frank G. Wisner , Deputy to the Assistant Secretary of State for Occupied Areas ( Saltzman ) secret Washington , 10 March 1948 . Dear Mr. Wisner : Reference is made to a letter from Mr. Saltzman bearing the date of November 14, 1947 which transmitted a draft cable on the subject of Advance Transfers of Japanese Reparations. Foreign Relations , 1947, vol. vi , p. 439 . The cable referred to was not approved at the time of receipt in this office but no official reply was sent to you then because Mr. Lovett and I were engaged i",frus1948v06,d566,https://history.state.gov/historicaldocuments/frus1948v06/d566,"740.00119 Control (Japan)/6–2348 Mr. Frank G. Wisner, Deputy to the Assistant Secretary of State for Occupied Areas ( Saltzman ), to the Under Secretary of the Army ( Draper ) confidential Washington , June 23, 1948 . Dear Mr. Draper : The policy paper on Japan May 26, p. 775 . which, has been discussed by our two Departments and is now before the National Security Council states in the paragraph on the Far Eastern Commission that the “U.S. Government should seek to establish as promptly as possible firm U.S. positions and then adopt an aggressive and positive attitude …”. Omission as indicate",,
97,cold-war,frus1948v06,d271,https://history.state.gov/historicaldocuments/frus1948v06/d271,"856e.00/9–2048: Telegram The Consul General at Batavia ( Livengood ) to the Secretary of State confidential Batavia , September 20, 1948—11 p. m. 811. Abbey returned overland from Republican territory this evening. He reports that immediately after Muso coup at Madiun there was great excitement in Jogja and that Cabinet meeting September 19 lasted fom 2 to 5 a. m. During day, situation seemed to clarify and atmosphere improved after Sukarno issued strong statement. Same evening meeting of [apparent garble] was held and leader informed Abbey thought this element would remain with govt. This mor",frus1948v06,d268,https://history.state.gov/historicaldocuments/frus1948v06/d268,"856e.01/9–2048: Telegram The Consul General at Batavia ( Livengood ) to the Secretary of State us urgent Batavia , September 20, 1948 . [Received September 20—11:04 a. m.] 806. Muso and Communist Party have seized power in Madiun and established there a so-called Soviet Government under his leadership, according to 20 minute radio broadcast last night by Sukarno from Jogja as reported to Consulate General by one recipient of broadcast. Sukarno called on all Republicans for support and said whoever seized Muso would help save Republic. Martial law reported declared affecting all vital industrie",,
98,cold-war,frus1948v06,d431,https://history.state.gov/historicaldocuments/frus1948v06/d431,"856d.00/12–1848: Telegram The Chargé in the Netherlands ( Steere ) to the Secretary of State Repeated to Paris (for Jessup) the same day. secret most immediate niact The Hague , December 18, 1948—8 [ 3 ] p. m. [Received December 18—11:48 a. m.] 873. Stikker announced at meeting starting 1:20 p. m. of diplomatic representatives Great Britain, France, Belgium, Canada and US that Netherlands Government this morning had authorized HRC Indonesia to take without any further delay such measures as he considers necessary to re-establish conditions of peace and security in whole of Indonesia. Stikker h",frus1948v06,d422,https://history.state.gov/historicaldocuments/frus1948v06/d422,"856d.00/12–1648: Telegram The Chargé in the Netherlands ( Steere ) to the Secretary of State secret priority niact The Hague , December 16, 1948—1 a. m. 859. In a brief talk with Stikker tonight I stated my impression that the American Government was in complete sympathy with the openly declared ties and objectives of the Netherlands Government in Indonesia, and went on to say that, given this identity of views, I personally, and other Americans, could not understand how there could be such apparent readiness on the part of many Dutch officials and statesmen to pursue a course in Indonesia tha",,
99,cold-war,frus1948v06,d797,https://history.state.gov/historicaldocuments/frus1948v06/d797,"740.00119 Control (Korea)/5–1148 Memorandum by the Director of the Office of Far Eastern Affairs ( Butterworth ) to the Secretary of State and the Under Secretary of State ( Lovett ) Initialed by the Secretary of State and the Under Secretary of State. top secret [ Washington ,] May 11, 1948 . Subject: Replacement of Lieutenant General Hodge Attached is the text of an outgoing telegram to CINCFE which was sent over by the Department of the Army for urgent clearance late yesterday afternoon. You will note that this message authorizes the issuance of orders, “at the earliest date consistent with",frus1948v06,d865,https://history.state.gov/historicaldocuments/frus1948v06/d865,"501.BB Korea/8–1048: Telegram The Political Adviser in Korea ( Jacobs ) to the Secretary of State confidential priority Seoul , August 10, 1948 . 644. Cite Zpol 1231. Reference PolAd’s 635, August 9, there is quoted below text of General Hodge’s reply (Tab “B”) to President Rhee’s letter of August 9 (Tab “4” [“ A ”]) which is being sent Rhee tomorrow morning August 11 under that date. General Hodge will send copy to chairman of UNTCOK but text note not being released to press. “I have the honor to acknowledge Your Excellency’s note of August 9, 1948 in which you informed me of the fact that, i",,
100,cold-war,frus1948v06,d845,https://history.state.gov/historicaldocuments/frus1948v06/d845,"501.BB Korea/7–1448: Telegram The Secretary of State to the Embassy in the Soviet Union secret priority Washington , July 21, 1948—11 a. m. 828. Dept appreciates urtel 1319 July 14, text of which has been rptd to US Missions in London and capitals of eight countries represented on UN Temporary Commission on Korea to supplement Depcirtel July 10, 1 p. m. [a. m.] setting forth Dept’s views re recognition forthcoming Korean Govt. Substance of latter tel has been sent Moscow in Dept’s info circular airgram of July 13, 8:05 a. m. Latter not printed. In view of continued reluctance of Australian, Br",frus1948v06,d833,https://history.state.gov/historicaldocuments/frus1948v06/d833,"501.BB Korea/7–1448: Telegram The Ambassador in the Soviet Union ( Smith ) to the Secretary of State secret Moscow , July 14, 1948—1 p. m. 1319. Reference recent Department airgrams concerning hesitation certain members UN Commission on Korea to agree to recognition recently elected legislative body as “National Assembly”, suggest point should be made to their governments that Soviet moves in North Korea unlikely be affected by such action. Soviets have long been proceeding without hesitation in their plans for “national government” in North Korea and are nearing accomplishment these plans as ",,
